City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,axum,14.1245,38.7244,17.12,66,64,1.41,ET,1718917454
278,skive,56.5667,9.0333,13.39,97,100,2.87,DK,1718917455
279,motygino,58.1831,94.7592,3.66,97,58,1.62,RU,1718917456
280,tofol,5.3248,163.0078,28.21,78,100,5.41,FM,1718917458
281,kiffa,16.6166,-11.4045,40.0,11,33,3.61,MR,1718917331
282,samraong,12.4526,105.5873,24.21,98,100,0.36,KH,1718917460
283,marica,-22.9194,-42.8186,24.97,78,0,3.78,BR,1718917461
284,kalmunai,7.4167,81.8167,26.93,78,99,3.07,LK,1718917462
285,st. john's,47.5649,-52.7093,27.66,61,75,10.8,CA,1718917463
286,vila franca do campo,37.7167,-25.4333,20.23,99,100,1.35,PT,1718917464
287,dakoro,14.5106,6.765,34.97,20,10,2.98,NE,1718917465
288,monrovia,6.3005,-10.7969,25.87,86,100,3.79,LR,1718917467
289,victorica,-36.2151,-65.4359,13.38,42,100,8.22,AR,1718917468
290,simplicio mendes,-7.8539,-41.9103,29.12,42,75,5.21,BR,1718917469
291,cidreira,-30.1811,-50.2056,18.2,96,100,2.57,BR,1718917470
292,tazovsky,67.4667,78.7,-1.85,93,34,2.38,RU,1718917471
293,yuanping,38.7153,112.7575,20.93,73,100,2.1,CN,1718917472
294,nar'yan-mar,67.6713,53.087,8.62,69,100,5.06,RU,1718917473
295,ghadamis,30.1337,9.5007,33.15,12,0,5.03,LY,1718917475
296,deder,9.3167,41.45,14.58,78,87,4.23,ET,1718917476
297,ishigaki,24.3448,124.1572,28.07,100,75,4.12,JP,1718917477
298,dazhou,31.2159,107.5009,22.06,93,85,1.65,CN,1718917478
299,lillehammer,61.1146,10.4674,9.41,67,44,1.52,NO,1718917479
300,ivins,37.1686,-113.6794,38.96,7,0,2.68,US,1718917480
301,vilyuysk,63.7553,121.6247,15.41,74,98,4.04,RU,1718917481
302,chita,52.0333,113.55,8.94,76,14,2.0,RU,1718917483
303,kutulik,53.3508,102.7839,8.33,75,100,2.58,RU,1718917484
304,hami,42.8,93.45,22.21,16,0,6.04,CN,1718917485
305,ruteng,-8.6136,120.4721,13.98,88,45,1.06,ID,1718917486
306,oral,51.2333,51.3667,17.99,68,0,3.0,KZ,1718917487
307,tamandare,-8.7597,-35.1047,24.53,85,68,4.16,BR,1718917488
308,suntar,62.1444,117.6319,15.32,79,94,2.73,RU,1718917489
309,fukumitsu,36.55,136.8667,22.83,88,100,1.72,JP,1718917491
310,holualoa,19.6228,-155.9522,26.91,90,0,4.12,US,1718917492
311,ciudad bolivar,8.1222,-63.5497,31.04,59,98,3.89,VE,1718917493
312,mlawa,53.1128,20.3841,13.94,83,17,3.17,PL,1718917494
313,vega de alatorre,20.0333,-96.6333,31.65,63,100,7.66,MX,1718917495
314,howrah,22.5892,88.3103,27.0,94,75,2.57,IN,1718917496
315,valparaiso,-33.0393,-71.6273,15.63,74,100,4.63,CL,1718917319
316,callao,-12.0667,-77.15,21.34,82,100,4.12,PE,1718917363
317,okha,53.5739,142.9478,5.98,97,100,3.14,RU,1718917501
318,labuan,5.2767,115.2417,26.2,88,20,1.03,MY,1718917502
319,geneina,13.45,22.45,31.99,34,99,1.0,SD,1718917503
320,hadibu,12.65,54.0333,28.66,80,100,9.13,YE,1718917329
321,police,53.5521,14.5718,16.48,68,78,2.53,PL,1718917505
322,port elizabeth,-33.918,25.5701,14.16,89,0,4.12,ZA,1718917506
323,nanchong,30.7951,106.0847,24.17,83,66,1.5,CN,1718917508
324,ballina,-28.8667,153.5667,14.32,63,95,1.15,AU,1718917509
325,hoopstad,-27.8327,25.9083,11.47,27,0,3.63,ZA,1718917510
326,la ronge,55.1001,-105.2842,23.12,23,40,3.09,CA,1718917512
327,city of balikpapan,-1.242,116.8942,25.17,81,33,3.28,ID,1718917270
328,alvaraes,-3.2208,-64.8042,31.93,65,85,0.84,BR,1718917274
329,touba,8.2833,-7.6833,24.34,86,62,2.13,CI,1718917516
330,villa regina,-39.1,-67.0667,9.07,37,100,7.94,AR,1718917517
331,yenotayevka,47.2456,47.0281,26.47,39,0,4.55,RU,1718917518
332,karratha,-20.7377,116.8463,18.88,46,100,8.59,AU,1718917519
333,korpilahti,62.0167,25.55,11.73,80,4,2.1,FI,1718917520
334,paka,4.6374,103.4368,23.96,94,100,0.51,MY,1718917521
335,mirny,62.5353,113.9611,11.17,88,100,3.28,RU,1718917522
336,dakhla,23.6848,-15.958,20.01,73,0,13.38,EH,1718917524
337,oranjemund,-28.55,16.4333,14.16,71,27,6.11,NA,1718917526
338,dudinka,69.4058,86.1778,0.65,87,37,1.85,RU,1718917527
339,nuku'alofa,-21.1333,-175.2,24.19,69,40,3.09,TO,1718917528
340,santa cruz de barahona,18.2085,-71.1008,30.9,70,75,5.14,DO,1718917529
341,kataysk,56.289,62.5841,16.87,96,99,5.17,RU,1718917531
342,ulladulla,-35.35,150.4667,7.78,88,60,2.41,AU,1718917302
343,motueka,-41.1333,173.0167,9.5,88,95,1.35,NZ,1718917533
344,namibe,-15.1961,12.1522,18.02,88,6,2.08,AO,1718917534
345,alofi,-19.0595,-169.9187,25.94,89,100,3.09,NU,1718917535
346,launceston,-41.45,147.1667,5.8,81,20,4.12,AU,1718917536
347,kathor,21.3,72.9333,29.89,68,100,5.63,IN,1718917537
348,camacupa,-12.0167,17.4833,13.76,31,0,1.45,AO,1718917450
349,nagqu,31.5,92.0,5.52,86,66,3.87,CN,1718917510
350,dadukou,26.5479,101.7054,25.3,72,99,1.13,CN,1718917541
351,sidi ifni,29.3797,-10.173,20.86,81,57,5.6,MA,1718917543
352,malanje,-9.5402,16.341,17.6,31,4,0.71,AO,1718917544
353,flying fish cove,-10.4217,105.6791,25.82,83,75,6.17,CX,1718917545
354,warrnambool,-38.3833,142.4833,8.67,68,20,2.1,AU,1718917332
355,charlottetown,46.2352,-63.1267,29.16,77,75,2.06,CA,1718917258
356,datong,40.0936,113.2914,18.91,84,100,1.89,CN,1718917549
357,ankazoabo,-22.2833,44.5167,16.99,88,0,3.29,MG,1718917550
358,holdrege,40.4403,-99.3698,31.95,49,75,8.75,US,1718917303
359,yemva,62.59,50.8594,15.15,89,95,2.12,RU,1718917552
360,lospalos,-8.5186,127.0025,20.19,98,47,1.89,TL,1718917553
361,mil'kovo,55.6078,37.7956,15.73,63,91,6.5,RU,1718917554
362,kismayo,-0.3582,42.5454,25.64,82,20,8.07,SO,1718917557
363,ad dabbah,18.05,30.95,34.6,25,68,3.3,SD,1718917558
364,yigo village,13.5361,144.8886,27.63,80,75,4.63,GU,1718917559
365,tsiombe,-25.3,45.4833,20.18,93,26,1.74,MG,1718917560
366,east london,-33.0153,27.9116,18.09,75,57,9.5,ZA,1718917561
367,ketchikan,55.3422,-131.6461,17.97,67,20,4.63,US,1718917562
368,la maddalena,41.2142,9.4083,27.09,80,89,3.62,IT,1718917563
369,sandston,37.5235,-77.3158,33.43,44,40,4.12,US,1718917565
370,yetkul',54.8221,61.588,17.04,85,100,5.32,RU,1718917566
371,kaga bandoro,6.9896,19.1874,22.57,85,100,1.96,CF,1718917567
372,jasper,37.2001,-94.3502,32.78,46,20,3.09,US,1718917377
373,montepuez,-13.1256,38.9997,18.48,92,4,3.23,MZ,1718917569
374,kapa'a,22.0752,-159.319,28.99,74,0,8.23,US,1718917570
375,pailon,-17.65,-62.75,29.82,44,100,3.8,BO,1718917571
376,north bend,43.4065,-124.2243,22.37,77,40,8.23,US,1718917572
377,nemuro,43.3236,145.575,11.59,99,100,2.24,JP,1718917477
378,galle,6.0367,80.217,28.85,82,96,6.38,LK,1718917575
379,pingdu,36.7844,119.9464,20.4,98,87,2.57,CN,1718917576
380,sumbe,-11.2061,13.8437,20.41,89,38,3.66,AO,1718917450
381,ola,59.5833,151.2833,11.37,82,52,1.23,RU,1718917578
382,albertina,-22.2008,-46.6158,17.64,43,0,3.25,BR,1718917579
383,gadzhiyevo,69.2551,33.3362,7.4,98,100,4.91,RU,1718917580
384,khovd,48.0056,91.6419,12.13,35,41,2.03,MN,1718917581
385,hengchun,22.0042,120.7439,29.59,76,100,4.7,TW,1718917460
386,fremont,37.5483,-121.9886,30.21,63,0,6.69,US,1718917202
387,maintirano,-18.0667,44.0167,23.43,70,0,5.32,MG,1718917585
388,puerto aysen,-45.4,-72.7,0.66,97,100,2.79,CL,1718917352
389,cestos city,5.46,-9.5828,25.39,88,100,3.41,LR,1718917587
390,port saint john's,-31.6229,29.5448,18.4,78,5,6.77,ZA,1718917588
391,guerrero negro,27.9769,-114.0611,20.86,66,15,9.92,MX,1718917589
392,sattahip,12.6664,100.9007,30.05,66,20,2.57,TH,1718917590
393,kripens'kyy,48.0771,39.058,14.21,82,94,7.11,UA,1718917593
394,cockburn town,21.4612,-71.1419,28.58,83,71,8.22,TC,1718917594
395,westwood,42.214,-71.2245,36.03,61,100,5.81,US,1718917304
396,kavala,40.9397,24.4019,25.98,52,3,2.67,GR,1718917596
397,weno,7.4515,151.8468,27.32,82,100,6.02,FM,1718917597
398,tanumah,27.1,44.1333,34.27,9,0,3.91,SA,1718917598
399,lianzhou,24.7811,112.3825,24.32,99,100,1.65,CN,1718917600
400,calingasta,-31.3308,-69.4078,18.87,9,3,1.03,AR,1718917601
401,al ghayzah,16.2079,52.176,29.24,84,100,3.05,YE,1718917575
402,mount pearl,47.5166,-52.7813,27.19,61,75,10.8,CA,1718917603
403,bardai,11.65,7.2333,24.56,72,95,5.05,NG,1718917604
404,robertsport,6.7533,-11.3686,26.4,81,100,4.57,LR,1718917605
405,mili,6.0815,171.735,28.82,78,100,6.92,MH,1718917606
406,codrington,-38.2667,141.9667,6.2,84,53,0.15,AU,1718917607
407,puerto real,36.5282,-6.1901,20.14,72,0,3.6,ES,1718917609
408,birjand,32.8663,59.2211,22.68,32,1,7.55,IR,1718917610
409,lake murray of richland,34.1205,-81.2645,33.71,42,32,4.39,US,1718917611
410,puerto santa,-8.9906,-78.6456,18.95,80,46,5.86,PE,1718917612
411,chandler,33.3062,-111.8412,44.97,18,0,7.2,US,1718917243
412,sosnovo-ozerskoye,52.5249,111.5418,10.91,91,49,2.59,RU,1718917614
413,shache,38.4167,77.2406,23.4,34,2,3.63,CN,1718917617
414,khanty-mansiysk,61.0042,69.0019,14.06,62,0,3.0,RU,1718917618
415,westport,41.1415,-73.3579,35.72,57,0,5.66,US,1718917464
416,xilin hot,43.9667,116.0333,23.67,34,100,5.84,CN,1718917512
417,fiorentino,43.91,12.4574,23.75,64,0,2.06,SM,1718917621
418,shwebo,22.5667,95.7,27.03,81,100,3.94,MM,1718917622
419,beinamar,8.6698,15.3813,23.93,82,91,3.45,TD,1718917623
420,bensonville,6.4461,-10.6125,24.13,93,100,1.98,LR,1718917624
421,sola,-13.8833,167.55,27.26,79,100,9.04,VU,1718917626
422,tenno,39.9,139.9667,20.92,60,100,2.35,JP,1718917627
423,kailua-kona,19.6406,-155.9956,28.98,88,0,4.12,US,1718917405
424,chhota udepur,22.3167,74.0167,29.04,74,100,7.13,IN,1718917629
425,cedeira,43.6797,-8.0209,15.54,76,100,3.33,ES,1718917630
426,tenenkou,14.4572,-4.9169,25.78,67,99,12.15,ML,1718917631
427,krasnovishersk,60.4078,57.082,13.62,99,100,0.71,RU,1718917632
428,kavaratti,10.5669,72.642,28.67,83,100,8.31,IN,1718917634
429,gonzales,30.2385,-90.9201,32.92,70,100,4.63,US,1718917422
430,nabire,-3.3667,135.4833,23.95,93,100,1.48,ID,1718917636
431,parang,7.3704,124.2697,23.05,96,100,1.91,PH,1718917637
432,asha,54.9973,57.2722,13.7,99,42,2.01,RU,1718917638
433,carloforte,39.145,8.3058,21.27,90,53,0.85,IT,1718917639
434,kirensk,57.7853,108.1119,9.06,97,100,0.58,RU,1718917640
435,borba,-4.3878,-59.5939,31.48,53,76,1.02,BR,1718917641
436,alaghsas,17.0187,8.0168,31.28,30,2,7.14,NE,1718917643
437,acapulco de juarez,16.8634,-99.8901,28.9,79,100,4.12,MX,1718917569
438,tanjung pinang,0.9167,104.45,25.02,82,99,3.66,ID,1718917383
439,tadine,-21.55,167.8833,22.12,62,3,4.73,NC,1718917646
440,menzel jemil,37.2362,9.9145,22.73,88,0,5.06,TN,1718917647
441,saint-joseph,-21.3667,55.6167,19.21,79,50,6.36,RE,1718917648
442,bhinmal,25.0,72.25,29.75,72,84,7.3,IN,1718917649
443,kharp,66.8014,65.8081,4.15,72,63,3.85,RU,1718917651
444,lubango,-14.9172,13.4925,13.73,25,0,2.04,AO,1718917652
445,paran'ga,56.7039,49.4047,17.17,97,83,3.01,RU,1718917653
446,murzuq,25.9155,13.9184,32.85,19,0,5.01,LY,1718917389
447,raposos,-19.9672,-43.8042,23.93,50,0,2.02,BR,1718917655
448,nadym,65.5333,72.5167,5.03,69,39,5.98,RU,1718917656
449,olinda,-8.0089,-34.8553,25.85,78,40,8.75,BR,1718917121
450,lerma,42.0261,-3.7598,11.31,91,84,5.13,ES,1718917658
451,nishinoomote,30.7333,131.0,25.49,89,100,12.13,JP,1718917660
452,yurty,56.0498,97.6348,3.47,91,4,1.31,RU,1718917661
453,adam,22.3756,57.5233,35.26,30,82,2.46,OM,1718917662
454,francistown,-21.17,27.5079,16.1,51,0,6.98,BW,1718917663
455,ujae,8.9322,165.7642,28.43,81,17,7.29,MH,1718917664
456,madinat ash shamal,26.1293,51.2009,32.62,67,0,1.33,QA,1718917665
457,nitro,38.4148,-81.844,34.05,48,85,0.67,US,1718917667
458,dolbeau-mistassini,48.8763,-72.212,24.1,47,100,4.71,CA,1718917668
459,kingston,17.997,-76.7936,30.65,66,100,7.2,JM,1718917472
460,sandnessjoen,66.0217,12.6316,10.23,64,75,6.17,NO,1718917388
461,gizo,-8.103,156.8419,26.93,82,100,7.98,SB,1718917671
462,chubek,37.6137,69.7061,26.04,39,36,1.5,TJ,1718917672
463,saint-pierre,-21.3393,55.4781,19.82,73,75,2.57,RE,1718917673
464,chornomors'k,46.305,30.6548,20.24,55,1,6.7,UA,1718917674
465,suva,-18.1416,178.4415,25.71,78,75,4.12,FJ,1718917520
466,tuy hoa,13.0833,109.3,25.04,89,100,4.89,VN,1718917677
467,karpinsk,59.7654,60.0085,13.23,99,100,1.26,RU,1718917678
468,riano,42.1001,12.5057,29.95,52,11,0.45,IT,1718917679
469,kumeny,58.1089,49.9161,16.96,96,87,3.48,RU,1718917680
470,klyuchi,52.2667,79.1667,18.57,45,79,5.31,RU,1718917681
471,medina de pomar,42.9294,-3.488,11.15,95,74,1.65,ES,1718917682
472,mendi,-6.1761,143.6513,11.98,96,100,1.01,PG,1718917685
473,long beach,33.767,-118.1892,31.65,70,0,6.69,US,1718917635
474,broken hill,-31.95,141.4333,7.14,92,68,4.68,AU,1718917687
475,pacasmayo,-7.4006,-79.5714,19.5,77,53,6.38,PE,1718917680
476,krasnoarmeyskaya,45.3661,38.2117,20.98,68,1,6.98,RU,1718917561
477,okhotsk,59.3833,143.3,10.74,84,21,2.04,RU,1718917690
478,ghat,24.9647,10.1728,34.31,9,0,1.69,LY,1718917692
479,adler,43.43,39.92,23.09,83,75,1.0,RU,1718917693
480,meulaboh,4.1363,96.1285,25.26,91,100,2.14,ID,1718917694
481,plesetsk,62.708,40.2916,12.07,82,98,4.19,RU,1718917695
482,sumenep,-7.0167,113.8667,24.06,80,72,4.09,ID,1718917696
483,acheng,45.5454,126.977,18.61,97,100,2.02,CN,1718917697
484,nuuk,64.1835,-51.7216,4.34,93,75,1.03,GL,1718917560
485,soure,-0.7167,-48.5233,26.86,83,70,4.19,BR,1718917699
486,murovani kurylivtsi,48.7235,27.5189,13.28,79,0,2.03,UA,1718917702
487,zhuanghe,39.7008,122.9911,19.66,77,85,1.68,CN,1718917681
488,qingquan,30.4511,115.2559,24.73,97,99,3.27,CN,1718917704
489,arno,60.1167,18.6333,16.55,65,4,4.76,SE,1718917705
490,kamaishi,39.2667,141.8833,19.76,73,100,1.86,JP,1718917706
491,howard springs,-12.497,131.047,20.95,87,16,2.64,AU,1718917708
492,mana,5.6592,-53.7767,27.19,80,90,3.55,GF,1718917709
493,qarazhal,48.0078,70.7903,22.55,21,5,4.94,KZ,1718917710
494,kosong,38.3788,128.4676,21.73,74,58,0.69,KR,1718917711
495,athens,37.9795,23.7162,30.78,30,0,3.6,GR,1718917426
496,saint-jean-d'angely,45.95,-0.5167,18.06,93,100,2.21,FR,1718917713
497,midvagur,62.0511,-7.1939,9.46,100,100,3.6,FO,1718917714
498,cill airne,52.05,-9.5167,13.57,86,89,2.34,IE,1718917715
499,guatire,10.4762,-66.5427,33.08,71,100,2.13,VE,1718917717
500,boa vista,2.8197,-60.6733,27.99,78,40,4.12,BR,1718917718
501,ocean shores,46.9737,-124.1563,17.75,82,0,7.72,US,1718917719
502,pacific grove,36.6177,-121.9166,21.88,81,75,4.63,US,1718917720
503,sorong,-0.8833,131.25,25.03,90,100,3.84,ID,1718917722
504,parauapebas,-6.0675,-49.9022,29.99,44,0,1.54,BR,1718917723
505,nurota,40.5614,65.6886,27.84,17,73,2.82,UZ,1718917725
506,nizhnevartovsk,60.9344,76.5531,11.01,82,0,3.0,RU,1718917562
507,atherton,53.5237,-2.4935,18.08,70,94,0.89,GB,1718917727
508,dunedin,-45.8742,170.5036,8.22,80,92,2.68,NZ,1718917728
509,griffith,41.5284,-87.4237,33.92,81,75,4.12,US,1718917729
510,dompu,-8.5356,118.4622,20.94,96,100,1.01,ID,1718917730
511,tarnogskiy gorodok,60.4997,43.5761,12.74,97,100,3.64,RU,1718917731
512,macas,-2.3167,-78.1167,25.86,69,75,3.09,EC,1718917641
513,timimoun,29.2639,0.231,39.34,6,0,3.51,DZ,1718917734
514,aykhal,66.0,111.5,10.77,95,100,2.85,RU,1718917735
515,medina,24.4686,39.6142,41.24,10,20,6.17,SA,1718917736
516,luena,-11.7833,19.9167,20.1,40,0,2.57,AO,1718917450
517,malgrat de mar,41.6466,2.7414,22.28,89,43,1.34,ES,1718917738
518,sechelt,49.4664,-123.7694,26.85,49,0,2.91,CA,1718917630
519,kill devil hills,36.0307,-75.676,28.0,65,0,4.12,US,1718917675
520,greymouth,-42.4667,171.2,3.95,86,90,3.5,NZ,1718917742
521,phongsali,21.6833,102.1058,19.09,98,100,0.98,LA,1718917743
522,puerto lempira,15.2667,-83.7667,24.84,89,100,3.41,HN,1718917744
523,hoemul-li,41.4339,129.67,16.14,93,70,2.29,KP,1718917745
524,visakhapatnam,17.69,83.2093,30.07,75,100,1.77,IN,1718917746
525,conception bay south,47.4999,-52.9981,27.53,76,8,7.23,CA,1718917747
526,pandan,14.0453,124.1694,26.51,83,84,2.12,PH,1718917749
527,ampanihy,-24.7,44.75,19.34,87,2,2.4,MG,1718917750
528,puerto leguizamo,-0.1934,-74.7819,24.99,87,95,1.71,CO,1718917469
529,nguigmi,14.2495,13.1092,32.37,34,8,2.42,NE,1718917498
530,mareeba,-17.0,145.4333,18.4,96,20,0.94,AU,1718917753
531,palmer,42.1584,-72.3287,34.62,53,98,1.75,US,1718917754
532,nadi,-17.8,177.4167,27.0,69,20,3.09,FJ,1718917755
533,fort mcmurray,56.7268,-111.381,24.2,27,100,2.58,CA,1718917756
534,saint-louis,16.3333,-15.0,31.97,36,0,7.05,SN,1718917759
535,kattivakkam,13.2167,80.3167,28.05,56,100,5.56,IN,1718917760
536,newman,37.3138,-121.0208,31.24,11,4,1.32,US,1718917761
537,saudarkrokur,65.7461,-19.6394,5.12,94,87,2.88,IS,1718917497
538,magnitogorsk,53.4186,59.0472,18.2,88,40,3.0,RU,1718917763
539,ambovombe,-25.1667,46.0833,20.56,84,34,1.39,MG,1718917630
540,vernon,50.2581,-119.2691,28.75,17,85,0.5,CA,1718917766
541,kolonia,50.9333,6.95,20.14,85,20,2.06,DE,1718917767
542,khorixas,-20.3667,14.9667,19.75,21,0,5.02,NA,1718917768
543,grenville,12.1167,-61.6167,27.87,83,43,6.68,GD,1718917769
544,nyurba,63.2842,118.3319,15.33,79,86,3.38,RU,1718917770
545,island harbour,50.724,-1.2758,17.48,78,5,0.89,GB,1718917771
546,port lincoln,-34.7333,135.8667,12.52,75,16,3.83,AU,1718917772
547,benghazi,32.1167,20.0667,25.58,78,0,4.1,LY,1718917774
548,alpena,45.0617,-83.4327,22.18,77,0,2.06,US,1718917775
549,northam,51.0333,-4.2167,14.23,83,26,2.13,GB,1718917776
550,lorengau,-2.0226,147.2712,26.9,83,74,2.79,PG,1718917777
551,murray bridge,-35.1167,139.2667,8.52,91,6,1.95,AU,1718917778
552,taunggyi,20.7833,97.0333,19.06,97,100,1.46,MM,1718917689
553,quezon,7.7303,125.0989,21.14,97,99,0.78,PH,1718917780
554,valdivia,-39.8142,-73.2459,12.05,86,100,5.11,CL,1718917776
555,marquette,46.5333,-87.6335,16.13,74,69,0.89,US,1718917783
556,sussex,41.1834,-74.6663,34.49,51,0,3.6,US,1718917605
557,fenyi,27.8112,114.6681,24.88,98,100,0.56,CN,1718917785
